x,y
0.872975445481621,2.03785412987988
0.50346871783857,2.99553915032721
0.946237351958689,1.86196772307595
0.109397580478725,2.54633319738782
0.681124662100272,4.54490642752712
0.436956789849383,2.72687325622337
0.179737356164795,4.15040596861048
0.147711122916486,1.01532597044865
0.537519661273837,2.53892627161757
0.267508535487026,2.94913516533818
0.715812357669623,3.67961042556411
0.393124134484322,4.63218804683277
0.645751493216586,0.409030292747083
0.366696920964433,1.7261250557385
0.948698209979171,4.5469221751765
0.351286657335584,3.34218201338129
0.737873216622067,2.22586756056072
0.607634952205609,4.57910950591943
0.101575830199424,4.2610447790168
0.800144204242644,1.65338530661549
